cod_reg,reg,cod_cs,cs,cod_dis,dis,cod_com,com,cod_circ,circ
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2746,RIO IBAÑEZ,7549,RIO TRANQUILO
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2746,RIO IBAÑEZ,7636,VILLA CERRO CASTILLO
3011,DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,5014,CIRCUNSCRIPCIÓN SENATORIAL 14,6027,DISTRITO 27,2744,TORTEL,7502,TORTEL
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2752,ANTARTICA,7514,ANTARTICA
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2751,CABO DE HORNOS(EX-NAVARINO),7513,CABO DE HORNOS (NAVARINO)
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2748,LAGUNA BLANCA,7508,LAGUNA BLANCA
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2756,NATALES,7503,NATALES
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2756,NATALES,7553,PUERTO EDEN
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2753,PORVENIR,7510,PORVENIR
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2754,PRIMAVERA,7511,PRIMAVERA
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2747,PUNTA ARENAS,7505,PUNTA ARENAS
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2749,RIO VERDE,7507,RIO VERDE
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2750,SAN GREGORIO,7509,SAN GREGORIO
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2755,TIMAUKEL,7512,TIMAUKEL
3012,DE MAGALLANES Y DE LA ANTARTICA CHILENA,5015,CIRCUNSCRIPCIÓN SENATORIAL 15,6028,DISTRITO 28,2757,TORRES DEL PAINE,7504,TORRES DEL PAINE (C. CASTILLO)
